date,day,type,name,color,style,generation,gender,unit_price,sales,items
2012-10-30,Tu,Mountain,"Mountain-200 Silver, 38",Silver,U,Millenial,M,2071.4196,2071.42,1
2012-10-30,Tu,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-10-29,Mo,Mountain,"Mountain-200 Silver, 42",Silver,U,Boomers,F,2071.4196,2071.42,1
2012-10-29,Mo,Mountain,"Mountain-200 Silver, 42",Silver,U,Millenial,M,2071.4196,2071.42,1
2012-10-29,Mo,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-07-12,Th,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-10-30,Tu,Mountain,"Mountain-200 Silver, 38",Silver,U,Boomers,F,2071.4196,2071.42,1
2012-11-27,Tu,Mountain,"Mountain-200 Silver, 38",Silver,U,Boomers,M,2071.4196,2071.42,1
2012-11-27,Tu,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-06-16,Sa,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-06-16,Sa,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-06-16,Sa,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-04-22,Su,Mountain,"Mountain-200 Silver, 38",Silver,U,Boomers,F,2071.4196,2071.42,1
2012-04-22,Su,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-05-25,Fr,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-06-19,Tu,Mountain,"Mountain-200 Silver, 38",Silver,U,Millenial,M,2071.4196,2071.42,1
2012-06-20,We,Mountain,"Mountain-200 Silver, 42",Silver,U,Millenial,F,2071.4196,2071.42,1
2012-04-03,Tu,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-05-28,Mo,Mountain,"Mountain-200 Silver, 46",Silver,U,Millenial,M,2071.4196,2071.42,1
2012-09-23,Su,Mountain,"Mountain-200 Silver, 38",Silver,U,Millenial,M,2071.4196,2071.42,1
2012-10-24,We,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-09-07,Fr,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-09-09,Su,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-04-09,Mo,Mountain,"Mountain-200 Silver, 42",Silver,U,Boomers,F,2071.4196,2071.42,1
2012-10-27,Sa,Mountain,"Mountain-200 Silver, 42",Silver,U,Millenial,F,2071.4196,2071.42,1
2011-12-29,Th,Mountain,"Mountain-200 Silver, 42",Silver,U,Millenial,F,2071.4196,2071.42,1
2012-12-17,Mo,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-12-17,Mo,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-12-17,Mo,Mountain,"Mountain-200 Silver, 46",Silver,U,Millenial,F,2071.4196,2071.42,1
2012-02-28,Tu,Mountain,"Mountain-200 Silver, 46",Silver,U,Millenial,M,2071.4196,2071.42,1
2012-07-13,Fr,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-07-13,Fr,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-08-20,Mo,Mountain,"Mountain-200 Silver, 42",Silver,U,Boomers,M,2071.4196,2071.42,1
2012-08-20,Mo,Mountain,"Mountain-200 Silver, 42",Silver,U,Millenial,F,2071.4196,2071.42,1
2012-08-20,Mo,Mountain,"Mountain-200 Silver, 42",Silver,U,Millenial,M,2071.4196,2071.42,1
2012-06-05,Tu,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-10-28,Su,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-10-28,Su,Mountain,"Mountain-200 Silver, 42",Silver,U,Millenial,F,2071.4196,2071.42,1
2012-07-10,Tu,Mountain,"Mountain-200 Silver, 46",Silver,U,Millenial,F,2071.4196,2071.42,1
2012-07-11,We,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-07-11,We,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-06-05,Tu,Mountain,"Mountain-200 Silver, 38",Silver,U,Boomers,M,2071.4196,2071.42,1
2012-09-09,Su,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-02-27,Mo,Mountain,"Mountain-200 Silver, 46",Silver,U,Millenial,F,2071.4196,2071.42,1
2012-05-06,Su,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-11-26,Mo,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-01-16,Mo,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-09-25,Tu,Mountain,"Mountain-200 Silver, 38",Silver,U,Boomers,M,2071.4196,2071.42,1
2012-09-25,Tu,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-09-25,Tu,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-08-08,We,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-08-08,We,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-08-08,We,Mountain,"Mountain-200 Silver, 46",Silver,U,Millenial,M,2071.4196,2071.42,1
2012-09-26,We,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-09-26,We,Mountain,"Mountain-200 Silver, 46",Silver,U,Boomers,F,2071.4196,2071.42,1
2012-10-28,Su,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-10-28,Su,Mountain,"Mountain-200 Silver, 46",Silver,U,Millenial,M,2071.4196,2071.42,1
2012-05-14,Mo,Mountain,"Mountain-200 Silver, 42",Silver,U,Millenial,F,2071.4196,2071.42,1
2012-10-30,Tu,Mountain,"Mountain-200 Silver, 46",Silver,U,Boomers,M,2071.4196,2071.42,1
2012-10-28,Su,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-02-06,Mo,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-06-18,Mo,Mountain,"Mountain-200 Silver, 46",Silver,U,Boomers,M,2071.4196,2071.42,1
2012-06-18,Mo,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-01-16,Mo,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-11-26,Mo,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-03-25,Su,Mountain,"Mountain-200 Silver, 38",Silver,U,Millenial,M,2071.4196,2071.42,1
2012-03-25,Su,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-03-25,Su,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-03-25,Su,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-08-09,Th,Mountain,"Mountain-200 Silver, 42",Silver,U,Boomers,M,2071.4196,2071.42,1
2012-05-02,We,Mountain,"Mountain-200 Silver, 46",Silver,U,Boomers,F,2071.4196,2071.42,1
2012-02-18,Sa,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-10-07,Su,Mountain,"Mountain-200 Silver, 46",Silver,U,Boomers,F,2071.4196,2071.42,1
2012-10-08,Mo,Mountain,"Mountain-200 Silver, 46",Silver,U,Boomers,M,2071.4196,2071.42,1
2012-10-08,Mo,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-11-13,Tu,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-04-27,Fr,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-04-28,Sa,Mountain,"Mountain-200 Silver, 46",Silver,U,Boomers,M,2071.4196,2071.42,1
2012-04-28,Sa,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-03-08,Th,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-03-08,Th,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-08-29,We,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,F,2071.4196,2071.42,1
2012-08-29,We,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,M,2071.4196,2071.42,1
2012-08-03,Fr,Mountain,"Mountain-200 Silver, 38",Silver,U,Boomers,F,2071.4196,2071.42,1
2012-08-03,Fr,Mountain,"Mountain-200 Silver, 42",Silver,U,Boomers,F,2071.4196,2071.42,1
2012-08-03,Fr,Mountain,"Mountain-200 Silver, 46",Silver,U,Boomers,M,2071.4196,2071.42,1
2012-06-09,Sa,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,F,2049.0982,2049.1,1
2012-08-29,We,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2049.0982,2049.1,1
2012-03-08,Th,Mountain,"Mountain-200 Black, 42",Black,U,Millenial,F,2049.0982,2049.1,1
2012-04-28,Sa,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-12-22,Sa,Mountain,"Mountain-200 Black, 38",Black,U,Boomers,M,2049.0982,2049.1,1
2012-11-13,Tu,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,M,2049.0982,2049.1,1
2012-01-08,Su,Mountain,"Mountain-200 Black, 46",Black,U,Millenial,M,2049.0982,2049.1,1
2012-11-15,Th,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-11-12,Mo,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-08-17,Fr,Mountain,"Mountain-200 Black, 42",Black,U,Boomers,M,2049.0982,2049.1,1
2012-08-31,Fr,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2049.0982,2049.1,1
2012-06-10,Su,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-12-10,Mo,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-10-07,Su,Mountain,"Mountain-200 Black, 38",Black,U,Millenial,M,2049.0982,2049.1,1
2012-10-07,Su,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,F,2049.0982,2049.1,1
2012-04-19,Th,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,M,2049.0982,2049.1,1
2012-10-05,Fr,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2049.0982,2049.1,1
2012-08-01,We,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2049.0982,2049.1,1
2012-12-24,Mo,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2049.0982,2049.1,1
2012-11-11,Su,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,M,2049.0982,2049.1,1
2012-11-11,Su,Mountain,"Mountain-200 Black, 46",Black,U,Millenial,F,2049.0982,2049.1,1
2012-01-28,Sa,Mountain,"Mountain-200 Black, 46",Black,U,Millenial,M,2049.0982,2049.1,1
2012-06-26,Tu,Mountain,"Mountain-200 Black, 46",Black,U,Millenial,M,2049.0982,2049.1,1
2012-07-10,Tu,Mountain,"Mountain-200 Black, 46",Black,U,Millenial,M,2049.0982,2049.1,1
2012-07-11,We,Mountain,"Mountain-200 Black, 38",Black,U,Millenial,M,2049.0982,2049.1,1
2012-07-11,We,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,M,2049.0982,2049.1,1
2012-07-11,We,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,F,2049.0982,2049.1,1
2012-06-04,Mo,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-05-05,Sa,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-11-26,Mo,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-08-09,Th,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,F,2049.0982,2049.1,1
2012-08-10,Fr,Mountain,"Mountain-200 Black, 38",Black,U,Boomers,F,2049.0982,2049.1,1
2012-09-26,We,Mountain,"Mountain-200 Black, 42",Black,U,Boomers,F,2049.0982,2049.1,1
2012-09-26,We,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,F,2049.0982,2049.1,1
2012-10-29,Mo,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2049.0982,2049.1,1
2012-10-29,Mo,Mountain,"Mountain-200 Black, 42",Black,U,Boomers,M,2049.0982,2049.1,1
2012-08-08,We,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-02-07,Tu,Mountain,"Mountain-200 Black, 42",Black,U,Millenial,M,2049.0982,2049.1,1
2012-10-28,Su,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,M,2049.0982,2049.1,1
2011-12-31,Sa,Mountain,"Mountain-200 Black, 38",Black,U,Boomers,M,2049.0982,2049.1,1
2011-12-29,Th,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,F,2049.0982,2049.1,1
2012-07-13,Fr,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,M,2049.0982,2049.1,1
2012-07-13,Fr,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,F,2049.0982,2049.1,1
2012-01-17,Tu,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2049.0982,2049.1,1
2012-06-06,We,Mountain,"Mountain-200 Black, 38",Black,U,Millenial,F,2049.0982,2049.1,1
2012-12-17,Mo,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-12-17,Mo,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,F,2049.0982,2049.1,1
2012-02-28,Tu,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-02-28,Tu,Mountain,"Mountain-200 Black, 42",Black,U,Millenial,M,2049.0982,2049.1,1
2012-07-13,Fr,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-07-13,Fr,Mountain,"Mountain-200 Black, 46",Black,U,Millenial,M,2049.0982,2049.1,1
2012-07-14,Sa,Mountain,"Mountain-200 Black, 38",Black,U,Millenial,M,2049.0982,2049.1,1
2012-08-19,Su,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2049.0982,2049.1,1
2012-08-19,Su,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-08-19,Su,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,F,2049.0982,2049.1,1
2012-06-20,We,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2049.0982,2049.1,1
2012-06-20,We,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,M,2049.0982,2049.1,1
2012-11-24,Sa,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2049.0982,2049.1,1
2012-06-21,Th,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-11-24,Sa,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,M,2049.0982,2049.1,1
2012-11-24,Sa,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-11-25,Su,Mountain,"Mountain-200 Black, 42",Black,U,Boomers,M,2049.0982,2049.1,1
2012-02-23,Th,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2049.0982,2049.1,1
2012-02-23,Th,Mountain,"Mountain-200 Black, 42",Black,U,Millenial,F,2049.0982,2049.1,1
2012-09-07,Fr,Mountain,"Mountain-200 Black, 38",Black,U,Boomers,F,2049.0982,2049.1,1
2012-09-07,Fr,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-09-09,Su,Mountain,"Mountain-200 Black, 42",Black,U,Boomers,M,2049.0982,2049.1,1
2012-09-09,Su,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,F,2049.0982,2049.1,1
2012-09-09,Su,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-04-08,Su,Mountain,"Mountain-200 Black, 38",Black,U,Boomers,F,2049.0982,2049.1,1
2012-10-27,Sa,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-08-12,Su,Mountain,"Mountain-200 Black, 38",Black,U,Boomers,F,2049.0982,2049.1,1
2012-08-12,Su,Mountain,"Mountain-200 Black, 38",Black,U,Millenial,F,2049.0982,2049.1,1
2012-08-12,Su,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,F,2049.0982,2049.1,1
2012-10-29,Mo,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-07-12,Th,Mountain,"Mountain-200 Black, 38",Black,U,Boomers,F,2049.0982,2049.1,1
2012-07-12,Th,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2049.0982,2049.1,1
2012-11-27,Tu,Mountain,"Mountain-200 Black, 38",Black,U,Millenial,F,2049.0982,2049.1,1
2012-11-27,Tu,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-06-17,Su,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2049.0982,2049.1,1
2012-06-17,Su,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2049.0982,2049.1,1
2012-06-17,Su,Mountain,"Mountain-200 Black, 38",Black,U,Silent,F,2049.0982,2049.1,1
2012-04-22,Su,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2049.0982,2049.1,1
2012-04-22,Su,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,F,2049.0982,2049.1,1
2012-07-14,Sa,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,F,2049.0982,2049.1,1
2012-10-24,We,Mountain,"Mountain-200 Black, 38",Black,U,Millenial,M,2049.0982,2049.1,1
2012-05-27,Su,Mountain,"Mountain-200 Black, 42",Black,U,Boomers,F,2049.0982,2049.1,1
2012-11-23,Fr,Mountain,"Mountain-200 Black, 46",Black,U,Millenial,F,2049.0982,2049.1,1
2012-05-09,We,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,F,2049.0982,2049.1,1
2012-05-09,We,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-08-20,Mo,Mountain,"Mountain-200 Black, 42",Black,U,Boomers,M,2049.0982,2049.1,1
2012-04-04,We,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2049.0982,2049.1,1
2012-06-19,Tu,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-08-11,Sa,Mountain,"Mountain-200 Black, 46",Black,U,Millenial,M,2049.0982,2049.1,1
2012-11-28,We,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-02-09,Th,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,F,2049.0982,2049.1,1
2012-02-09,Th,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-07-15,Su,Mountain,"Mountain-200 Black, 42",Black,U,Boomers,F,2049.0982,2049.1,1
2012-07-15,Su,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-02-21,Tu,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,M,2049.0982,2049.1,1
2012-02-21,Tu,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-11-27,Tu,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2049.0982,2049.1,1
2012-08-08,We,Mountain,"Mountain-200 Black, 46",Black,U,Millenial,M,2049.0982,2049.1,1
2012-10-31,We,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,M,2049.0982,2049.1,1
2012-10-31,We,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,F,2049.0982,2049.1,1
2012-11-01,Th,Mountain,"Mountain-200 Black, 38",Black,U,Boomers,F,2049.0982,2049.1,1
2012-11-01,Th,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2049.0982,2049.1,1
2011-12-29,Th,Mountain,"Mountain-200 Black, 38",Black,U,Millenial,F,2049.0982,2049.1,1
2012-11-02,Fr,Mountain,"Mountain-200 Black, 42",Black,U,Millenial,M,2049.0982,2049.1,1
2012-11-02,Fr,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,M,2049.0982,2049.1,1
2012-11-29,Th,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2049.0982,2049.1,1
2012-10-23,Tu,Mountain,"Mountain-200 Black, 42",Black,U,Boomers,F,2049.0982,2049.1,1
2012-02-08,We,Mountain,"Mountain-200 Black, 42",Black,U,Millenial,F,2049.0982,2049.1,1
2012-03-26,Mo,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-02-09,Th,Mountain,"Mountain-200 Black, 42",Black,U,Boomers,M,2049.0982,2049.1,1
2012-06-17,Su,Mountain,"Mountain-200 Black, 42",Black,U,Millenial,M,2049.0982,2049.1,1
2012-06-17,Su,Mountain,"Mountain-200 Black, 46",Black,U,Millenial,M,2049.0982,2049.1,1
2012-09-23,Su,Mountain,"Mountain-200 Black, 38",Black,U,Boomers,F,2049.0982,2049.1,1
2012-08-10,Fr,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,F,2049.0982,2049.1,1
2012-07-10,Tu,Mountain,"Mountain-200 Black, 46",Black,U,Millenial,F,2049.0982,2049.1,1
2012-10-31,We,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2049.0982,2049.1,1
2012-11-02,Fr,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-12-26,We,Mountain,"Mountain-200 Black, 38",Black,U,Boomers,F,2049.0982,2049.1,1
2012-12-26,We,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-08-18,Sa,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2049.0982,2049.1,1
2012-08-18,Sa,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-02-21,Tu,Mountain,"Mountain-200 Black, 46",Black,U,Millenial,M,2049.0982,2049.1,1
2012-03-09,Fr,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-03-10,Sa,Mountain,"Mountain-200 Black, 42",Black,U,Millenial,M,2049.0982,2049.1,1
2012-05-16,We,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,M,2049.0982,2049.1,1
2012-03-17,Sa,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,F,2049.0982,2049.1,1
2012-09-27,Th,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,F,2049.0982,2049.1,1
2012-12-15,Sa,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2049.0982,2049.1,1
2012-02-22,We,Mountain,"Mountain-200 Black, 42",Black,U,Millenial,M,2049.0982,2049.1,1
2012-07-09,Mo,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,M,2049.0982,2049.1,1
2012-04-16,Mo,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,M,2049.0982,2049.1,1
2012-04-16,Mo,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-05-23,We,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-09-30,Su,Mountain,"Mountain-200 Black, 42",Black,U,Boomers,F,2049.0982,2049.1,1
2012-10-01,Mo,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-09-29,Sa,Mountain,"Mountain-200 Black, 38",Black,U,Boomers,F,2049.0982,2049.1,1
2012-09-29,Sa,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-09-29,Sa,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,M,2049.0982,2049.1,1
2012-08-07,Tu,Mountain,"Mountain-200 Black, 38",Black,U,Millenial,M,2049.0982,2049.1,1
2012-08-07,Tu,Mountain,"Mountain-200 Black, 42",Black,U,Millenial,F,2049.0982,2049.1,1
2012-11-02,Fr,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-11-01,Th,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2049.0982,2049.1,1
2012-11-01,Th,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,M,2049.0982,2049.1,1
2012-07-09,Mo,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-09-24,Mo,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2049.0982,2049.1,1
2012-09-24,Mo,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,F,2049.0982,2049.1,1
2012-12-26,We,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,M,2049.0982,2049.1,1
2012-09-08,Sa,Mountain,"Mountain-200 Black, 38",Black,U,Millenial,F,2049.0982,2049.1,1
2012-09-08,Sa,Mountain,"Mountain-200 Black, 42",Black,U,Boomers,M,2049.0982,2049.1,1
2012-09-08,Sa,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,F,2049.0982,2049.1,1
2012-09-08,Sa,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-01-15,Su,Mountain,"Mountain-200 Black, 42",Black,U,Millenial,F,2049.0982,2049.1,1
2012-06-15,Fr,Mountain,"Mountain-200 Black, 38",Black,U,Boomers,F,2049.0982,2049.1,1
2012-05-23,We,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-09-12,We,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,F,2049.0982,2049.1,1
2012-11-22,Th,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-11-23,Fr,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,2049.1,1
2012-11-23,Fr,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,M,2049.0982,2049.1,1
2012-11-23,Fr,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2049.0982,2049.1,1
2012-04-15,Su,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2049.0982,2049.1,1
2012-04-16,Mo,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2049.0982,2049.1,1
2012-04-16,Mo,Mountain,"Mountain-200 Black, 42",Black,U,Boomers,M,2049.0982,2049.1,1
