date,day,product,type,name,color,style,customer,birth,generation,gender,unit_price,items,sales
2013-03-04,Mo,BK-M68S-38,Mountain,"Mountain-200 Silver, 38",Silver,U,AW00011768,1983,Millenial,M,2319.99,1,2319.99
2013-03-04,Mo,BK-M68S-38,Mountain,"Mountain-200 Silver, 38",Silver,U,AW00011915,1973,Gen X,M,2319.99,1,2319.99
2013-03-04,Mo,BK-T79U-50,Touring,"Touring-1000 Blue, 50",Blue,U,AW00024675,1955,Boomers,M,2384.07,1,2384.07
2013-03-04,Mo,BK-T79Y-50,Touring,"Touring-1000 Yellow, 50",Yellow,U,AW00022120,1959,Boomers,F,2384.07,1,2384.07
2013-03-04,Mo,BK-R19B-52,Road,"Road-750 Black, 52",Black,U,AW00021942,1964,Boomers,F,539.99,1,539.99
2013-03-04,Mo,BK-R19B-58,Road,"Road-750 Black, 58",Black,U,AW00021748,1979,Gen X,M,539.99,1,539.99
2013-03-04,Mo,BK-R19B-48,Road,"Road-750 Black, 48",Black,U,AW00022477,1971,Gen X,M,539.99,1,539.99
2013-03-04,Mo,BK-R19B-44,Road,"Road-750 Black, 44",Black,U,AW00025741,1975,Gen X,F,539.99,1,539.99
2013-03-04,Mo,BK-T79U-50,Touring,"Touring-1000 Blue, 50",Blue,U,AW00012317,1959,Boomers,M,2384.07,1,2384.07
2013-03-05,Tu,BK-R64Y-48,Road,"Road-550-W Yellow, 48",Yellow,W,AW00024901,1985,Millenial,M,1120.49,1,1120.49
2013-03-05,Tu,BK-R64Y-48,Road,"Road-550-W Yellow, 48",Yellow,W,AW00023531,1971,Gen X,F,1120.49,1,1120.49
2013-03-05,Tu,BK-M68S-46,Mountain,"Mountain-200 Silver, 46",Silver,U,AW00012130,1962,Boomers,F,2319.99,1,2319.99
2013-03-05,Tu,BK-M68B-38,Mountain,"Mountain-200 Black, 38",Black,U,AW00012621,1980,Gen X,M,2294.99,1,2294.99
2013-03-05,Tu,BK-M68B-38,Mountain,"Mountain-200 Black, 38",Black,U,AW00012299,1950,Boomers,M,2294.99,1,2294.99
2013-03-05,Tu,BK-R89B-52,Road,"Road-250 Black, 52",Black,U,AW00019467,1969,Gen X,F,2443.35,1,2443.35
2013-03-05,Tu,BK-M68S-42,Mountain,"Mountain-200 Silver, 42",Silver,U,AW00012173,1967,Gen X,M,2319.99,1,2319.99
2013-03-05,Tu,BK-M68B-42,Mountain,"Mountain-200 Black, 42",Black,U,AW00012122,1958,Boomers,F,2294.99,1,2294.99
2013-03-05,Tu,BK-R79Y-40,Road,"Road-350-W Yellow, 40",Yellow,W,AW00014128,1984,Millenial,M,1700.99,1,1700.99
2013-03-05,Tu,BK-T79U-46,Touring,"Touring-1000 Blue, 46",Blue,U,AW00028927,1981,Millenial,M,2384.07,1,2384.07
2013-03-05,Tu,BK-R89B-52,Road,"Road-250 Black, 52",Black,U,AW00018724,1984,Millenial,F,2443.35,1,2443.35
2013-03-05,Tu,BK-M18S-44,Mountain,"Mountain-500 Silver, 44",Silver,U,AW00015831,1945,Boomers,M,564.99,1,564.99
2013-03-05,Tu,BK-T18Y-58,Touring,"Touring-3000 Yellow, 58",Yellow,U,AW00024447,1954,Boomers,M,742.35,1,742.35
2013-03-05,Tu,BK-M68B-38,Mountain,"Mountain-200 Black, 38",Black,U,AW00011765,1983,Millenial,M,2294.99,1,2294.99
2013-03-05,Tu,BK-M68B-38,Mountain,"Mountain-200 Black, 38",Black,U,AW00011899,1976,Gen X,F,2294.99,1,2294.99
2013-03-05,Tu,BK-R64Y-42,Road,"Road-550-W Yellow, 42",Yellow,W,AW00022671,1968,Gen X,M,1120.49,1,1120.49
2013-03-05,Tu,BK-R19B-52,Road,"Road-750 Black, 52",Black,U,AW00025726,1967,Gen X,M,539.99,1,539.99
2013-03-05,Tu,BK-T79Y-50,Touring,"Touring-1000 Yellow, 50",Yellow,U,AW00015101,1952,Boomers,M,2384.07,1,2384.07
2013-03-06,We,BK-R64Y-40,Road,"Road-550-W Yellow, 40",Yellow,W,AW00024900,1979,Gen X,F,1120.49,1,1120.49
2013-03-06,We,BK-R64Y-38,Road,"Road-550-W Yellow, 38",Yellow,W,AW00023529,1972,Gen X,F,1120.49,1,1120.49
2013-03-06,We,BK-M68B-38,Mountain,"Mountain-200 Black, 38",Black,U,AW00012986,1964,Boomers,F,2294.99,1,2294.99
2013-03-06,We,BK-M68B-46,Mountain,"Mountain-200 Black, 46",Black,U,AW00012151,1969,Gen X,M,2294.99,1,2294.99
2013-03-06,We,BK-M38S-46,Mountain,"Mountain-400-W Silver, 46",Silver,W,AW00014259,1958,Boomers,M,769.49,1,769.49
2013-03-06,We,BK-R19B-52,Road,"Road-750 Black, 52",Black,U,AW00026967,1973,Gen X,M,539.99,1,539.99
2013-03-06,We,BK-R19B-44,Road,"Road-750 Black, 44",Black,U,AW00020815,1984,Millenial,F,539.99,1,539.99
2013-03-06,We,BK-R89B-52,Road,"Road-250 Black, 52",Black,U,AW00018746,1968,Gen X,M,2443.35,1,2443.35
2013-03-06,We,BK-R89B-44,Road,"Road-250 Black, 44",Black,U,AW00018696,1975,Gen X,F,2443.35,1,2443.35
2013-03-06,We,BK-M68B-42,Mountain,"Mountain-200 Black, 42",Black,U,AW00011099,1966,Gen X,M,2294.99,1,2294.99
2013-03-06,We,BK-M68B-38,Mountain,"Mountain-200 Black, 38",Black,U,AW00011963,1960,Boomers,M,2294.99,1,2294.99
2013-03-06,We,BK-T79U-46,Touring,"Touring-1000 Blue, 46",Blue,U,AW00024681,1955,Boomers,F,2384.07,1,2384.07
2013-03-06,We,BK-T79U-60,Touring,"Touring-1000 Blue, 60",Blue,U,AW00014790,1972,Gen X,M,2384.07,1,2384.07
2013-03-06,We,BK-T79U-50,Touring,"Touring-1000 Blue, 50",Blue,U,AW00012634,1951,Boomers,M,2384.07,1,2384.07
2013-03-06,We,BK-T79U-46,Touring,"Touring-1000 Blue, 46",Blue,U,AW00012318,1958,Boomers,F,2384.07,1,2384.07
2013-03-07,Th,BK-R64Y-48,Road,"Road-550-W Yellow, 48",Yellow,W,AW00024615,1976,Gen X,M,1120.49,1,1120.49
2013-03-07,Th,BK-M68S-42,Mountain,"Mountain-200 Silver, 42",Silver,U,AW00011489,1976,Gen X,F,2319.99,1,2319.99
2013-03-07,Th,BK-M68S-42,Mountain,"Mountain-200 Silver, 42",Silver,U,AW00011491,1982,Millenial,M,2319.99,1,2319.99
2013-03-07,Th,BK-R79Y-42,Road,"Road-350-W Yellow, 42",Yellow,W,AW00016894,1975,Gen X,F,1700.99,1,1700.99
2013-03-07,Th,BK-M68S-42,Mountain,"Mountain-200 Silver, 42",Silver,U,AW00012171,1972,Gen X,F,2319.99,1,2319.99
2013-03-07,Th,BK-M68S-38,Mountain,"Mountain-200 Silver, 38",Silver,U,AW00012152,1975,Gen X,M,2319.99,1,2319.99
2013-03-07,Th,BK-M68B-38,Mountain,"Mountain-200 Black, 38",Black,U,AW00012177,1960,Boomers,M,2294.99,1,2294.99
2013-03-07,Th,BK-T44U-60,Touring,"Touring-2000 Blue, 60",Blue,U,AW00029431,1981,Millenial,F,1214.85,1,1214.85
2013-03-07,Th,BK-T44U-60,Touring,"Touring-2000 Blue, 60",Blue,U,AW00012287,1957,Boomers,M,1214.85,1,1214.85
2013-03-07,Th,BK-M38S-38,Mountain,"Mountain-400-W Silver, 38",Silver,W,AW00016696,1970,Gen X,F,769.49,1,769.49
2013-03-07,Th,BK-T18U-62,Touring,"Touring-3000 Blue, 62",Blue,U,AW00026330,1972,Gen X,M,742.35,1,742.35
2013-03-07,Th,BK-T18U-62,Touring,"Touring-3000 Blue, 62",Blue,U,AW00016678,1963,Boomers,M,742.35,1,742.35
2013-03-07,Th,BK-M68B-42,Mountain,"Mountain-200 Black, 42",Black,U,AW00011907,1973,Gen X,F,2294.99,1,2294.99
2013-03-07,Th,BK-T79U-46,Touring,"Touring-1000 Blue, 46",Blue,U,AW00024674,1955,Boomers,M,2384.07,1,2384.07
2013-03-07,Th,BK-T79Y-50,Touring,"Touring-1000 Yellow, 50",Yellow,U,AW00024780,1977,Gen X,F,2384.07,1,2384.07
2013-03-07,Th,BK-R19B-58,Road,"Road-750 Black, 58",Black,U,AW00022372,1978,Gen X,F,539.99,1,539.99
2013-03-07,Th,BK-R19B-44,Road,"Road-750 Black, 44",Black,U,AW00025732,1971,Gen X,F,539.99,1,539.99
2013-03-07,Th,BK-T79U-46,Touring,"Touring-1000 Blue, 46",Blue,U,AW00025674,1982,Millenial,M,2384.07,1,2384.07
2013-03-07,Th,BK-T79U-54,Touring,"Touring-1000 Blue, 54",Blue,U,AW00015116,1961,Boomers,F,2384.07,1,2384.07
2013-03-07,Th,BK-T18Y-54,Touring,"Touring-3000 Yellow, 54",Yellow,U,AW00028108,1955,Boomers,M,742.35,1,742.35
2013-03-08,Fr,BK-M68B-42,Mountain,"Mountain-200 Black, 42",Black,U,AW00012510,1968,Gen X,M,2294.99,1,2294.99
2013-03-08,Fr,BK-M68S-42,Mountain,"Mountain-200 Silver, 42",Silver,U,AW00011572,1977,Gen X,M,2319.99,1,2319.99
2013-03-08,Fr,BK-R89B-58,Road,"Road-250 Black, 58",Black,U,AW00019502,1973,Gen X,F,2443.35,1,2443.35
2013-03-08,Fr,BK-M68S-46,Mountain,"Mountain-200 Silver, 46",Silver,U,AW00012318,1958,Boomers,F,2319.99,1,2319.99
2013-03-08,Fr,BK-M18S-52,Mountain,"Mountain-500 Silver, 52",Silver,U,AW00015881,1951,Boomers,F,564.99,1,564.99
2013-03-08,Fr,BK-M18B-48,Mountain,"Mountain-500 Black, 48",Black,U,AW00015834,1981,Millenial,F,539.99,1,539.99
2013-03-08,Fr,BK-M18S-40,Mountain,"Mountain-500 Silver, 40",Silver,U,AW00015900,1961,Boomers,M,564.99,1,564.99
2013-03-08,Fr,BK-M18S-52,Mountain,"Mountain-500 Silver, 52",Silver,U,AW00019023,1958,Boomers,F,564.99,1,564.99
2013-03-08,Fr,BK-M38S-40,Mountain,"Mountain-400-W Silver, 40",Silver,W,AW00013925,1974,Gen X,M,769.49,1,769.49
2013-03-08,Fr,BK-M68S-46,Mountain,"Mountain-200 Silver, 46",Silver,U,AW00012206,1944,Silent,F,2319.99,1,2319.99
2013-03-08,Fr,BK-M68B-42,Mountain,"Mountain-200 Black, 42",Black,U,AW00012170,1972,Gen X,F,2294.99,1,2294.99
2013-03-08,Fr,BK-M68S-38,Mountain,"Mountain-200 Silver, 38",Silver,U,AW00012186,1971,Gen X,M,2319.99,1,2319.99
2013-03-08,Fr,BK-M68B-46,Mountain,"Mountain-200 Black, 46",Black,U,AW00012104,1960,Boomers,F,2294.99,1,2294.99
2013-03-08,Fr,BK-M68B-46,Mountain,"Mountain-200 Black, 46",Black,U,AW00012160,1969,Gen X,F,2294.99,1,2294.99
2013-03-08,Fr,BK-T18U-62,Touring,"Touring-3000 Blue, 62",Blue,U,AW00011439,1953,Boomers,F,742.35,1,742.35
2013-03-08,Fr,BK-R89B-48,Road,"Road-250 Black, 48",Black,U,AW00016744,1947,Boomers,F,2443.35,1,2443.35
2013-03-08,Fr,BK-M68S-38,Mountain,"Mountain-200 Silver, 38",Silver,U,AW00011900,1981,Millenial,M,2319.99,1,2319.99
2013-03-08,Fr,BK-T79Y-50,Touring,"Touring-1000 Yellow, 50",Yellow,U,AW00024343,1976,Gen X,M,2384.07,1,2384.07
2013-03-08,Fr,BK-R64Y-42,Road,"Road-550-W Yellow, 42",Yellow,W,AW00019538,1965,Boomers,M,1120.49,1,1120.49
2013-03-08,Fr,BK-R19B-52,Road,"Road-750 Black, 52",Black,U,AW00011401,1975,Gen X,F,539.99,1,539.99
2013-03-08,Fr,BK-R19B-58,Road,"Road-750 Black, 58",Black,U,AW00025728,1966,Gen X,M,539.99,1,539.99
2013-03-08,Fr,BK-T79U-50,Touring,"Touring-1000 Blue, 50",Blue,U,AW00024084,1970,Gen X,M,2384.07,1,2384.07
2013-03-09,Sa,BK-R64Y-42,Road,"Road-550-W Yellow, 42",Yellow,W,AW00024903,1978,Gen X,F,1120.49,1,1120.49
2013-03-09,Sa,BK-M68S-42,Mountain,"Mountain-200 Silver, 42",Silver,U,AW00012607,1966,Gen X,F,2319.99,1,2319.99
2013-03-09,Sa,BK-M68B-42,Mountain,"Mountain-200 Black, 42",Black,U,AW00012328,1955,Boomers,M,2294.99,1,2294.99
2013-03-09,Sa,BK-R79Y-44,Road,"Road-350-W Yellow, 44",Yellow,W,AW00017109,1976,Gen X,F,1700.99,1,1700.99
2013-03-09,Sa,BK-M18B-42,Mountain,"Mountain-500 Black, 42",Black,U,AW00018621,1979,Gen X,F,539.99,1,539.99
2013-03-09,Sa,BK-M68B-42,Mountain,"Mountain-200 Black, 42",Black,U,AW00012124,1962,Boomers,F,2294.99,1,2294.99
2013-03-09,Sa,BK-M38S-40,Mountain,"Mountain-400-W Silver, 40",Silver,W,AW00013939,1972,Gen X,M,769.49,1,769.49
2013-03-09,Sa,BK-M38S-40,Mountain,"Mountain-400-W Silver, 40",Silver,W,AW00013984,1984,Millenial,M,769.49,1,769.49
2013-03-09,Sa,BK-M68S-42,Mountain,"Mountain-200 Silver, 42",Silver,U,AW00012200,1943,Silent,M,2319.99,1,2319.99
2013-03-09,Sa,BK-T44U-46,Touring,"Touring-2000 Blue, 46",Blue,U,AW00012284,1980,Gen X,F,1214.85,1,1214.85
2013-03-09,Sa,BK-T44U-46,Touring,"Touring-2000 Blue, 46",Blue,U,AW00025532,1967,Gen X,M,1214.85,1,1214.85
2013-03-09,Sa,BK-R19B-58,Road,"Road-750 Black, 58",Black,U,AW00020822,1983,Millenial,M,539.99,1,539.99
2013-03-09,Sa,BK-R19B-52,Road,"Road-750 Black, 52",Black,U,AW00020426,1958,Boomers,M,539.99,1,539.99
2013-03-09,Sa,BK-R19B-48,Road,"Road-750 Black, 48",Black,U,AW00028115,1958,Boomers,F,539.99,1,539.99
2013-03-09,Sa,BK-R89B-58,Road,"Road-250 Black, 58",Black,U,AW00018708,1975,Gen X,M,2443.35,1,2443.35
2013-03-09,Sa,BK-M18B-40,Mountain,"Mountain-500 Black, 40",Black,U,AW00012013,1958,Boomers,F,539.99,1,539.99
2013-03-09,Sa,BK-R19B-44,Road,"Road-750 Black, 44",Black,U,AW00022745,1950,Boomers,F,539.99,1,539.99
2013-03-09,Sa,BK-R19B-52,Road,"Road-750 Black, 52",Black,U,AW00016354,1980,Gen X,F,539.99,1,539.99
2013-03-09,Sa,BK-R64Y-48,Road,"Road-550-W Yellow, 48",Yellow,W,AW00019545,1980,Gen X,M,1120.49,1,1120.49
2013-03-09,Sa,BK-R64Y-40,Road,"Road-550-W Yellow, 40",Yellow,W,AW00018570,1971,Gen X,M,1120.49,1,1120.49
2013-03-09,Sa,BK-R19B-48,Road,"Road-750 Black, 48",Black,U,AW00027965,1960,Boomers,F,539.99,1,539.99
2013-03-09,Sa,BK-T79Y-46,Touring,"Touring-1000 Yellow, 46",Yellow,U,AW00012300,1952,Boomers,F,2384.07,1,2384.07
2013-03-09,Sa,BK-T79Y-60,Touring,"Touring-1000 Yellow, 60",Yellow,U,AW00015084,1980,Gen X,F,2384.07,1,2384.07
2013-03-10,Su,BK-R89R-58,Road,"Road-250 Red, 58",Red,U,AW00018494,1963,Boomers,M,2443.35,1,2443.35
2013-03-10,Su,BK-M68B-38,Mountain,"Mountain-200 Black, 38",Black,U,AW00011431,1974,Gen X,M,2294.99,1,2294.99
2013-03-10,Su,BK-R79Y-40,Road,"Road-350-W Yellow, 40",Yellow,W,AW00016889,1965,Boomers,M,1700.99,1,1700.99
2013-03-10,Su,BK-M68S-46,Mountain,"Mountain-200 Silver, 46",Silver,U,AW00012188,1965,Boomers,F,2319.99,1,2319.99
2013-03-10,Su,BK-M68S-42,Mountain,"Mountain-200 Silver, 42",Silver,U,AW00012141,1976,Gen X,F,2319.99,1,2319.99
2013-03-10,Su,BK-T18U-62,Touring,"Touring-3000 Blue, 62",Blue,U,AW00027792,1969,Gen X,F,742.35,1,742.35
2013-03-10,Su,BK-R79Y-44,Road,"Road-350-W Yellow, 44",Yellow,W,AW00018729,1965,Boomers,M,1700.99,1,1700.99
2013-03-10,Su,BK-R19B-52,Road,"Road-750 Black, 52",Black,U,AW00021651,1969,Gen X,M,539.99,1,539.99
2013-03-10,Su,BK-R19B-58,Road,"Road-750 Black, 58",Black,U,AW00021766,1950,Boomers,M,539.99,1,539.99
2013-03-10,Su,BK-R64Y-44,Road,"Road-550-W Yellow, 44",Yellow,W,AW00019550,1969,Gen X,M,1120.49,1,1120.49
2013-03-10,Su,BK-R64Y-44,Road,"Road-550-W Yellow, 44",Yellow,W,AW00019679,1982,Millenial,M,1120.49,1,1120.49
2013-03-10,Su,BK-R64Y-40,Road,"Road-550-W Yellow, 40",Yellow,W,AW00019386,1979,Gen X,M,1120.49,1,1120.49
2013-03-10,Su,BK-R64Y-48,Road,"Road-550-W Yellow, 48",Yellow,W,AW00022695,1984,Millenial,M,1120.49,1,1120.49
2013-03-10,Su,BK-R19B-44,Road,"Road-750 Black, 44",Black,U,AW00029399,1976,Gen X,F,539.99,1,539.99
2013-03-10,Su,BK-R19B-44,Road,"Road-750 Black, 44",Black,U,AW00013257,1963,Boomers,M,539.99,1,539.99
2013-03-11,Mo,BK-R64Y-44,Road,"Road-550-W Yellow, 44",Yellow,W,AW00023524,1968,Gen X,M,1120.49,1,1120.49
2013-03-11,Mo,BK-R64Y-38,Road,"Road-550-W Yellow, 38",Yellow,W,AW00024887,1986,Millenial,M,1120.49,1,1120.49
2013-03-11,Mo,BK-T44U-60,Touring,"Touring-2000 Blue, 60",Blue,U,AW00027874,1983,Millenial,M,1214.85,1,1214.85
2013-03-11,Mo,BK-T44U-60,Touring,"Touring-2000 Blue, 60",Blue,U,AW00027875,1983,Millenial,F,1214.85,1,1214.85
2013-03-11,Mo,BK-M68B-42,Mountain,"Mountain-200 Black, 42",Black,U,AW00011561,1972,Gen X,F,2294.99,1,2294.99
2013-03-11,Mo,BK-M68S-46,Mountain,"Mountain-200 Silver, 46",Silver,U,AW00012125,1962,Boomers,F,2319.99,1,2319.99
2013-03-11,Mo,BK-M18S-40,Mountain,"Mountain-500 Silver, 40",Silver,U,AW00017717,1965,Boomers,M,564.99,1,564.99
2013-03-11,Mo,BK-M38S-38,Mountain,"Mountain-400-W Silver, 38",Silver,W,AW00016444,1969,Gen X,F,769.49,1,769.49
2013-03-11,Mo,BK-R89B-48,Road,"Road-250 Black, 48",Black,U,AW00016361,1960,Boomers,M,2443.35,1,2443.35
2013-03-11,Mo,BK-M68B-38,Mountain,"Mountain-200 Black, 38",Black,U,AW00012187,1966,Gen X,M,2294.99,1,2294.99
2013-03-11,Mo,BK-M38S-42,Mountain,"Mountain-400-W Silver, 42",Silver,W,AW00014260,1959,Boomers,M,769.49,1,769.49
2013-03-11,Mo,BK-R79Y-48,Road,"Road-350-W Yellow, 48",Yellow,W,AW00014127,1981,Millenial,F,1700.99,1,1700.99
2013-03-11,Mo,BK-R19B-58,Road,"Road-750 Black, 58",Black,U,AW00026758,1964,Boomers,M,539.99,1,539.99
2013-03-11,Mo,BK-R89B-44,Road,"Road-250 Black, 44",Black,U,AW00018740,1964,Boomers,M,2443.35,1,2443.35
2013-03-11,Mo,BK-R89B-44,Road,"Road-250 Black, 44",Black,U,AW00018908,1960,Boomers,F,2443.35,1,2443.35
2013-03-11,Mo,BK-M68B-46,Mountain,"Mountain-200 Black, 46",Black,U,AW00011767,1977,Gen X,F,2294.99,1,2294.99
2013-03-11,Mo,BK-M68S-38,Mountain,"Mountain-200 Silver, 38",Silver,U,AW00011952,1960,Boomers,M,2319.99,1,2319.99
2013-03-11,Mo,BK-M68B-42,Mountain,"Mountain-200 Black, 42",Black,U,AW00011976,1970,Gen X,F,2294.99,1,2294.99
2013-03-11,Mo,BK-R19B-58,Road,"Road-750 Black, 58",Black,U,AW00021915,1967,Gen X,M,539.99,1,539.99
2013-03-11,Mo,BK-R19B-52,Road,"Road-750 Black, 52",Black,U,AW00022335,1977,Gen X,M,539.99,1,539.99
2013-03-11,Mo,BK-R64Y-42,Road,"Road-550-W Yellow, 42",Yellow,W,AW00019472,1974,Gen X,F,1120.49,1,1120.49
2013-03-11,Mo,BK-R64Y-40,Road,"Road-550-W Yellow, 40",Yellow,W,AW00022686,1984,Millenial,M,1120.49,1,1120.49
2013-03-11,Mo,BK-R64Y-42,Road,"Road-550-W Yellow, 42",Yellow,W,AW00019421,1976,Gen X,M,1120.49,1,1120.49
2013-03-11,Mo,BK-R64Y-40,Road,"Road-550-W Yellow, 40",Yellow,W,AW00023751,1980,Gen X,F,1120.49,1,1120.49
2013-03-12,Tu,BK-R64Y-42,Road,"Road-550-W Yellow, 42",Yellow,W,AW00023532,1965,Boomers,M,1120.49,1,1120.49
2013-03-12,Tu,BK-M68S-42,Mountain,"Mountain-200 Silver, 42",Silver,U,AW00012129,1962,Boomers,F,2319.99,1,2319.99
2013-03-12,Tu,BK-M68S-42,Mountain,"Mountain-200 Silver, 42",Silver,U,AW00011578,1970,Gen X,F,2319.99,1,2319.99
2013-03-12,Tu,BK-M68B-46,Mountain,"Mountain-200 Black, 46",Black,U,AW00012292,1955,Boomers,M,2294.99,1,2294.99
2013-03-12,Tu,BK-M68B-38,Mountain,"Mountain-200 Black, 38",Black,U,AW00011577,1971,Gen X,F,2294.99,1,2294.99
2013-03-12,Tu,BK-T44U-60,Touring,"Touring-2000 Blue, 60",Blue,U,AW00014062,1970,Gen X,F,1214.85,1,1214.85
2013-03-12,Tu,BK-M68S-46,Mountain,"Mountain-200 Silver, 46",Silver,U,AW00012398,1977,Gen X,F,2319.99,1,2319.99
2013-03-12,Tu,BK-M68S-38,Mountain,"Mountain-200 Silver, 38",Silver,U,AW00011546,1973,Gen X,F,2319.99,1,2319.99
2013-03-12,Tu,BK-R79Y-48,Road,"Road-350-W Yellow, 48",Yellow,W,AW00017722,1948,Boomers,M,1700.99,1,1700.99
2013-03-12,Tu,BK-R89B-44,Road,"Road-250 Black, 44",Black,U,AW00019471,1968,Gen X,M,2443.35,1,2443.35
2013-03-12,Tu,BK-M68B-46,Mountain,"Mountain-200 Black, 46",Black,U,AW00013555,1980,Gen X,F,2294.99,1,2294.99
2013-03-12,Tu,BK-M68S-46,Mountain,"Mountain-200 Silver, 46",Silver,U,AW00011604,1982,Millenial,M,2319.99,1,2319.99
2013-03-12,Tu,BK-R89B-44,Road,"Road-250 Black, 44",Black,U,AW00020297,1978,Gen X,F,2443.35,1,2443.35
2013-03-12,Tu,BK-M68B-38,Mountain,"Mountain-200 Black, 38",Black,U,AW00012181,1942,Silent,F,2294.99,1,2294.99
2013-03-12,Tu,BK-M68B-46,Mountain,"Mountain-200 Black, 46",Black,U,AW00012072,1950,Boomers,M,2294.99,1,2294.99
2013-03-12,Tu,BK-T18Y-54,Touring,"Touring-3000 Yellow, 54",Yellow,U,AW00012286,1975,Gen X,M,742.35,1,742.35
2013-03-12,Tu,BK-T44U-50,Touring,"Touring-2000 Blue, 50",Blue,U,AW00011238,1964,Boomers,F,1214.85,1,1214.85
2013-03-12,Tu,BK-M68B-46,Mountain,"Mountain-200 Black, 46",Black,U,AW00011761,1972,Gen X,M,2294.99,1,2294.99
2013-03-12,Tu,BK-M68S-42,Mountain,"Mountain-200 Silver, 42",Silver,U,AW00011762,1984,Millenial,M,2319.99,1,2319.99
2013-03-12,Tu,BK-M68S-46,Mountain,"Mountain-200 Silver, 46",Silver,U,AW00011766,1972,Gen X,F,2319.99,1,2319.99
2013-03-12,Tu,BK-T18U-50,Touring,"Touring-3000 Blue, 50",Blue,U,AW00028842,1976,Gen X,F,742.35,1,742.35
2013-03-12,Tu,BK-M68S-42,Mountain,"Mountain-200 Silver, 42",Silver,U,AW00011910,1971,Gen X,F,2319.99,1,2319.99
2013-03-12,Tu,BK-M68B-46,Mountain,"Mountain-200 Black, 46",Black,U,AW00011111,1967,Gen X,F,2294.99,1,2294.99
2013-03-12,Tu,BK-R19B-48,Road,"Road-750 Black, 48",Black,U,AW00021795,1960,Boomers,M,539.99,1,539.99
2013-03-12,Tu,BK-R64Y-44,Road,"Road-550-W Yellow, 44",Yellow,W,AW00019539,1965,Boomers,F,1120.49,1,1120.49
2013-03-12,Tu,BK-R64Y-40,Road,"Road-550-W Yellow, 40",Yellow,W,AW00019548,1964,Boomers,F,1120.49,1,1120.49
2013-03-12,Tu,BK-R19B-58,Road,"Road-750 Black, 58",Black,U,AW00025748,1975,Gen X,F,539.99,1,539.99
2013-03-12,Tu,BK-R64Y-40,Road,"Road-550-W Yellow, 40",Yellow,W,AW00019423,1976,Gen X,F,1120.49,1,1120.49
2013-03-12,Tu,BK-R19B-58,Road,"Road-750 Black, 58",Black,U,AW00029390,1971,Gen X,F,539.99,1,539.99
2013-03-12,Tu,BK-T18Y-62,Touring,"Touring-3000 Yellow, 62",Yellow,U,AW00028109,1955,Boomers,M,742.35,1,742.35
2013-03-12,Tu,BK-T18U-58,Touring,"Touring-3000 Blue, 58",Blue,U,AW00028110,1956,Boomers,F,742.35,1,742.35
2013-03-13,We,BK-R64Y-40,Road,"Road-550-W Yellow, 40",Yellow,W,AW00016516,1986,Millenial,M,1120.49,1,1120.49
2013-03-13,We,BK-T44U-50,Touring,"Touring-2000 Blue, 50",Blue,U,AW00014063,1975,Gen X,F,1214.85,1,1214.85
2013-03-13,We,BK-M68S-42,Mountain,"Mountain-200 Silver, 42",Silver,U,AW00011428,1959,Boomers,F,2319.99,1,2319.99
2013-03-13,We,BK-R79Y-48,Road,"Road-350-W Yellow, 48",Yellow,W,AW00024711,1977,Gen X,F,1700.99,1,1700.99
2013-03-13,We,BK-R79Y-48,Road,"Road-350-W Yellow, 48",Yellow,W,AW00017099,1978,Gen X,M,1700.99,1,1700.99
2013-03-13,We,BK-R79Y-44,Road,"Road-350-W Yellow, 44",Yellow,W,AW00024710,1983,Millenial,F,1700.99,1,1700.99
2013-03-13,We,BK-M68S-46,Mountain,"Mountain-200 Silver, 46",Silver,U,AW00012167,1968,Gen X,M,2319.99,1,2319.99
2013-03-13,We,BK-T18Y-44,Touring,"Touring-3000 Yellow, 44",Yellow,U,AW00012282,1981,Millenial,M,742.35,1,742.35
2013-03-13,We,BK-T44U-46,Touring,"Touring-2000 Blue, 46",Blue,U,AW00025485,1976,Gen X,M,1214.85,1,1214.85
2013-03-13,We,BK-M38S-46,Mountain,"Mountain-400-W Silver, 46",Silver,W,AW00016691,1972,Gen X,F,769.49,1,769.49
2013-03-13,We,BK-R19B-48,Road,"Road-750 Black, 48",Black,U,AW00020820,1984,Millenial,F,539.99,1,539.99
2013-03-13,We,BK-R19B-44,Road,"Road-750 Black, 44",Black,U,AW00020819,1984,Millenial,M,539.99,1,539.99
2013-03-13,We,BK-M68B-38,Mountain,"Mountain-200 Black, 38",Black,U,AW00011464,1977,Gen X,M,2294.99,1,2294.99
2013-03-13,We,BK-M68S-42,Mountain,"Mountain-200 Silver, 42",Silver,U,AW00011893,1974,Gen X,M,2319.99,1,2319.99
2013-03-13,We,BK-M68B-46,Mountain,"Mountain-200 Black, 46",Black,U,AW00011968,1964,Boomers,F,2294.99,1,2294.99
2013-03-13,We,BK-M68B-42,Mountain,"Mountain-200 Black, 42",Black,U,AW00011110,1967,Gen X,M,2294.99,1,2294.99
2013-03-13,We,BK-T44U-46,Touring,"Touring-2000 Blue, 46",Blue,U,AW00025199,1958,Boomers,M,1214.85,1,1214.85
2013-03-13,We,BK-T44U-50,Touring,"Touring-2000 Blue, 50",Blue,U,AW00025203,1956,Boomers,F,1214.85,1,1214.85
2013-03-13,We,BK-R19B-44,Road,"Road-750 Black, 44",Black,U,AW00021909,1939,Silent,F,539.99,1,539.99
